event_name,gender,nationality,age_group,division,total_time,work_time,roxzone_time,run_time
S5 2022 London,male,GBR,16-24,open,01:11:15,00:28:24,00:05:52,00:36:59
S5 2022 London,male,GBR,50-54,open,01:11:26,00:31:57,00:05:40,00:33:49
S5 2022 London,male,GBR,30-34,open,01:11:27,00:30:36,00:05:32,00:35:19
S5 2022 London,male,GBR,35-39,open,01:11:28,00:28:46,00:05:24,00:37:18
S5 2022 London,male,GBR,30-34,open,01:11:38,00:29:44,00:05:32,00:36:22
S5 2022 London,male,GBR,30-34,open,01:11:40,00:31:19,00:05:52,00:34:29
S5 2022 London,male,GBR,40-44,open,01:11:53,00:31:56,00:05:43,00:34:14
S5 2022 London,male,GBR,25-29,open,01:11:54,00:29:07,00:07:32,00:35:15
S5 2022 London,male,GBR,40-44,open,01:12:08,00:30:19,00:05:08,00:36:41
S5 2022 London,male,GBR,50-54,open,01:12:09,00:30:08,00:05:45,00:36:16
S5 2022 London,male,GBR,40-44,open,01:12:20,00:30:15,00:05:22,00:36:43
S5 2022 London,male,GBR,45-49,open,01:12:40,00:29:57,00:05:42,00:37:01
S5 2022 London,male,IRL,40-44,open,01:12:43,00:30:27,00:05:54,00:36:22
S5 2022 London,male,GBR,45-49,open,01:12:52,00:33:26,00:05:06,00:34:20
S5 2022 London,male,GBR,30-34,open,01:13:11,00:32:38,00:05:27,00:35:06
S5 2022 London,male,GBR,40-44,open,01:13:14,00:30:42,00:05:33,00:36:59
S5 2022 London,male,GBR,40-44,open,01:13:15,00:30:51,00:06:43,00:35:41
S5 2022 London,male,GBR,30-34,open,01:13:22,00:28:15,00:06:24,00:38:43
S5 2022 London,male,GBR,25-29,open,01:13:25,00:31:22,00:06:51,00:35:12
S5 2022 London,male,GBR,35-39,open,01:13:26,00:31:46,00:05:24,00:36:16
S5 2022 London,male,GBR,40-44,open,01:13:33,00:30:07,00:06:20,00:37:06
S5 2022 London,male,GBR,35-39,open,01:13:35,00:33:28,00:04:55,00:35:12
S5 2022 London,male,GBR,40-44,open,01:13:50,00:29:45,00:06:06,00:37:59
S5 2022 London,male,GBR,35-39,open,01:13:51,00:27:05,00:06:13,00:40:33
S5 2022 London,male,GBR,55-59,open,01:13:55,00:31:03,00:06:39,00:36:13
S5 2022 London,male,GBR,25-29,open,01:13:59,00:31:40,00:06:35,00:35:44
S5 2022 London,male,GBR,40-44,open,01:14:06,00:29:33,00:06:13,00:38:20
S5 2022 London,male,GBR,35-39,open,01:14:10,00:31:58,00:06:02,00:36:10
S5 2022 London,male,GBR,16-24,open,01:14:11,00:31:38,00:06:00,00:36:33
S5 2022 London,male,GBR,30-34,open,01:14:13,00:32:12,00:05:56,00:36:05
S5 2022 London,male,GBR,40-44,open,01:14:18,00:33:01,00:05:37,00:35:40
S5 2022 London,male,GBR,25-29,open,01:14:19,00:29:31,00:06:13,00:38:35
S5 2022 London,male,GBR,16-24,open,01:14:28,00:32:13,00:05:37,00:36:38
S5 2022 London,male,GBR,25-29,open,01:14:33,00:27:43,00:06:55,00:39:55
S5 2022 London,male,GBR,35-39,open,01:14:36,00:31:22,00:05:24,00:37:50
S5 2022 London,male,GBR,35-39,open,01:14:46,00:29:21,00:06:22,00:39:03
S5 2022 London,male,GBR,25-29,open,01:14:53,00:30:08,00:05:28,00:39:17
S5 2022 London,male,GBR,50-54,open,01:15:07,00:32:21,00:06:36,00:36:10
S5 2022 London,male,GBR,30-34,open,01:15:16,00:32:40,00:06:03,00:36:33
S5 2022 London,male,GBR,25-29,open,01:15:21,00:29:53,00:05:40,00:39:48
S5 2022 London,male,GBR,35-39,open,01:15:25,00:31:10,00:06:10,00:38:05
S5 2022 London,male,GBR,30-34,open,01:15:26,00:32:44,00:06:00,00:36:42
S5 2022 London,male,GBR,25-29,open,01:15:26,00:30:59,00:06:38,00:37:49
S5 2022 London,male,GBR,35-39,open,01:15:42,00:32:38,00:05:58,00:37:06
S5 2022 London,male,GBR,50-54,open,01:15:57,00:36:20,00:05:25,00:34:12
S5 2022 London,male,IRL,30-34,open,01:15:59,00:32:31,00:06:13,00:37:15
S5 2022 London,male,GBR,25-29,open,01:16:00,00:30:48,00:06:50,00:38:22
S5 2022 London,male,GBR,40-44,open,01:16:09,00:28:54,00:08:15,00:39:00
S5 2022 London,male,GBR,35-39,open,01:16:15,00:30:56,00:06:24,00:38:55
S5 2022 London,male,GBR,25-29,open,01:16:24,00:30:17,00:06:32,00:39:35
S5 2022 London,male,GBR,25-29,open,01:16:28,00:28:43,00:08:18,00:39:27
S5 2022 London,male,GBR,50-54,open,01:16:31,00:31:45,00:06:15,00:38:31
S5 2022 London,male,GBR,50-54,open,01:16:31,00:34:18,00:06:21,00:35:52
S5 2022 London,male,GBR,45-49,open,01:16:35,00:33:10,00:06:03,00:37:22
S5 2022 London,male,GBR,16-24,open,01:16:44,00:30:48,00:07:11,00:38:45
S5 2022 London,male,GBR,30-34,open,01:11:40,00:31:19,00:05:52,00:34:29
S5 2022 London,male,GBR,40-44,open,01:11:53,00:31:56,00:05:43,00:34:14
S5 2022 London,male,GBR,16-24,open,01:11:54,00:26:29,00:06:18,00:39:07
S5 2022 London,male,GBR,30-34,open,01:12:07,00:25:58,00:05:30,00:40:39
S5 2022 London,male,GBR,40-44,open,01:12:08,00:30:19,00:05:08,00:36:41
S5 2022 London,male,GBR,35-39,open,01:12:13,00:31:17,00:04:52,00:36:04
S5 2022 London,male,GBR,40-44,open,01:12:22,00:35:11,00:06:16,00:30:55
S5 2022 London,male,GBR,45-49,open,01:12:40,00:29:57,00:05:42,00:37:01
S5 2022 London,male,GBR,35-39,open,01:12:44,00:31:17,00:05:38,00:35:49
S5 2022 London,male,GBR,30-34,open,01:13:11,00:32:38,00:05:27,00:35:06
S5 2022 London,male,GBR,40-44,open,01:13:15,00:30:51,00:06:43,00:35:41
S5 2022 London,male,GBR,30-34,open,01:13:17,00:30:07,00:06:40,00:36:30
S5 2022 London,male,GBR,45-49,open,01:13:25,00:29:52,00:05:45,00:37:48
S5 2022 London,male,GBR,25-29,open,01:13:25,00:31:22,00:06:51,00:35:12
S5 2022 London,male,GBR,35-39,open,01:13:26,00:31:46,00:05:24,00:36:16
S5 2022 London,male,GBR,40-44,open,01:13:33,00:30:07,00:06:20,00:37:06
S5 2022 London,male,GBR,35-39,open,01:13:41,00:30:16,00:06:09,00:37:16
S5 2022 London,male,GBR,40-44,open,01:13:50,00:30:21,00:06:46,00:36:43
S5 2022 London,male,GBR,35-39,open,01:13:52,00:31:51,00:06:33,00:35:28
S5 2022 London,male,GBR,40-44,open,01:14:03,00:33:01,00:06:52,00:34:10
S5 2022 London,male,GBR,35-39,open,01:14:10,00:33:01,00:05:52,00:35:17
S5 2022 London,male,GBR,16-24,open,01:14:11,00:31:38,00:06:00,00:36:33
S5 2022 London,male,GBR,30-34,open,01:14:12,00:28:31,00:06:44,00:38:57
S5 2022 London,male,GBR,30-34,open,01:14:13,00:32:12,00:05:56,00:36:05
S5 2022 London,male,GBR,40-44,open,01:14:18,00:33:01,00:05:37,00:35:40
S5 2022 London,male,GBR,16-24,open,01:14:28,00:32:13,00:05:37,00:36:38
S5 2022 London,male,GBR,30-34,open,01:14:29,00:29:58,00:06:41,00:37:50
S5 2022 London,male,GBR,35-39,open,01:14:36,00:31:22,00:05:24,00:37:50
S5 2022 London,male,GBR,35-39,open,01:14:44,00:29:18,00:05:29,00:39:57
S5 2022 London,male,GBR,25-29,open,01:14:47,00:32:00,00:06:01,00:36:46
S5 2022 London,male,GBR,30-34,open,01:14:57,00:32:57,00:05:17,00:36:43
S5 2022 London,male,GBR,16-24,open,01:15:15,00:33:13,00:05:36,00:36:26
S5 2022 London,male,GBR,40-44,open,01:15:21,00:30:17,00:06:05,00:38:59
S5 2022 London,male,GBR,25-29,open,01:15:24,00:31:38,00:05:27,00:38:19
S5 2022 London,male,GBR,35-39,open,01:15:25,00:31:10,00:06:10,00:38:05
S5 2022 London,male,GBR,25-29,open,01:15:26,00:30:59,00:06:38,00:37:49
S5 2022 London,male,GBR,25-29,open,01:15:32,00:29:57,00:06:12,00:39:23
S5 2022 London,male,GBR,40-44,open,01:15:47,00:26:40,00:08:07,00:41:00
S5 2022 London,male,GBR,30-34,open,01:15:59,00:32:31,00:06:13,00:37:15
S5 2022 London,male,GBR,25-29,open,01:16:00,00:31:45,00:05:50,00:38:25
S5 2022 London,male,GBR,30-34,open,01:16:06,00:30:43,00:07:18,00:38:05
S5 2022 London,male,GBR,25-29,open,01:16:15,00:33:19,00:05:23,00:37:33
S5 2022 London,male,GBR,25-29,open,01:16:18,00:34:52,00:05:30,00:35:56
S5 2022 London,male,GBR,30-34,open,01:16:26,00:28:56,00:05:31,00:41:59
S5 2022 London,male,GBR,35-39,open,01:16:29,00:33:19,00:06:01,00:37:09
S5 2022 London,male,GBR,50-54,open,01:16:31,00:34:18,00:06:21,00:35:52
S5 2022 London,male,GBR,35-39,open,01:16:34,00:34:25,00:05:18,00:36:51
S5 2022 London,male,GBR,35-39,open,01:16:41,00:32:05,00:07:29,00:37:07
S5 2022 London,male,GBR,25-29,open,01:17:42,00:29:16,00:09:25,00:39:01
S5 2022 London,male,IRL,60-64,open,01:16:56,00:35:23,00:05:09,00:36:24
S5 2022 London,male,GBR,45-49,open,01:17:09,00:34:51,00:06:00,00:36:18
S5 2022 London,male,GBR,40-44,open,01:17:21,00:32:52,00:05:54,00:38:35
S5 2022 London,male,GBR,50-54,open,01:17:25,00:33:28,00:06:11,00:37:46
S5 2022 London,male,GBR,35-39,open,01:17:28,00:33:37,00:06:41,00:37:10
S5 2022 London,male,GBR,40-44,open,01:17:31,00:35:58,00:05:37,00:35:56
S5 2022 London,male,GBR,35-39,open,01:17:36,00:32:14,00:06:35,00:38:47
S5 2022 London,male,GBR,35-39,open,01:17:41,00:31:05,00:06:26,00:40:10
S5 2022 London,male,GBR,30-34,open,01:17:43,00:29:07,00:06:16,00:42:20
S5 2022 London,male,GBR,30-34,open,01:17:47,00:31:51,00:06:04,00:39:52
S5 2022 London,male,GBR,40-44,open,01:17:57,00:30:54,00:06:17,00:40:46
S5 2022 London,male,GBR,40-44,open,01:17:59,00:32:05,00:05:42,00:40:12
S5 2022 London,male,GBR,35-39,open,01:18:06,00:37:20,00:05:14,00:35:32
S5 2022 London,male,ENG,30-34,open,01:18:10,00:35:06,00:06:04,00:37:00
S5 2022 London,male,GBR,35-39,open,01:18:12,00:31:16,00:06:02,00:40:54
S5 2022 London,male,GBR,25-29,open,01:18:13,00:28:44,00:06:50,00:42:39
S5 2022 London,male,GBR,35-39,open,01:18:14,00:32:00,00:05:55,00:40:19
S5 2022 London,male,GBR,35-39,open,01:18:24,00:32:16,00:06:52,00:39:16
S5 2022 London,male,GBR,35-39,open,01:18:26,00:33:20,00:06:57,00:38:09
S5 2022 London,male,GBR,30-34,open,01:18:30,00:34:33,00:06:36,00:37:21
S5 2022 London,male,GBR,25-29,open,01:18:32,00:33:39,00:05:45,00:39:08
S5 2022 London,male,GBR,35-39,open,01:18:39,00:30:57,00:06:41,00:41:01
S5 2022 London,male,GBR,25-29,open,01:18:41,00:32:26,00:07:02,00:39:13
S5 2022 London,male,GBR,45-49,open,01:18:44,00:33:59,00:05:56,00:38:49
S5 2022 London,male,GBR,30-34,open,01:18:54,00:30:24,00:05:14,00:43:16
S5 2022 London,male,GBR,40-44,open,01:18:57,00:32:11,00:06:38,00:40:08
S5 2022 London,male,GBR,50-54,open,01:19:10,00:33:38,00:06:34,00:38:58
S5 2022 London,male,GBR,30-34,open,01:19:11,00:34:12,00:06:43,00:38:16
S5 2022 London,male,GBR,40-44,open,01:19:13,00:30:34,00:06:55,00:41:44
S5 2022 London,male,GBR,40-44,open,01:19:15,00:31:51,00:06:54,00:40:30
S5 2022 London,male,GBR,40-44,open,01:19:17,00:35:06,00:06:37,00:37:34
S5 2022 London,male,GBR,45-49,open,01:19:22,00:35:01,00:05:34,00:38:47
S5 2022 London,male,GBR,25-29,open,01:19:23,00:35:39,00:06:14,00:37:30
S5 2022 London,male,GBR,35-39,open,01:19:30,00:33:26,00:06:32,00:39:32
S5 2022 London,male,GBR,45-49,open,01:19:41,00:32:57,00:08:13,00:38:31
S5 2022 London,male,GBR,40-44,open,01:19:43,00:34:27,00:06:17,00:38:59
S5 2022 London,male,GBR,30-34,open,01:19:48,00:34:06,00:07:03,00:38:39
S5 2022 London,male,GBR,16-24,open,01:19:52,00:30:25,00:07:13,00:42:14
S5 2022 London,male,GBR,40-44,open,01:19:53,00:33:04,00:06:48,00:40:01
S5 2022 London,male,GBR,35-39,open,01:19:57,00:37:46,00:07:16,00:34:55
S5 2022 London,male,GBR,35-39,open,01:19:59,00:38:37,00:05:38,00:35:44
S5 2022 London,male,GBR,40-44,open,01:20:11,00:33:32,00:06:24,00:40:15
S5 2022 London,male,GBR,25-29,open,01:20:18,00:30:40,00:07:35,00:42:03
S5 2022 London,male,GBR,25-29,open,01:20:33,00:33:52,00:07:25,00:39:16
S5 2022 London,male,GBR,40-44,open,01:20:33,00:30:52,00:08:23,00:41:18
S5 2022 London,male,GBR,35-39,open,01:20:43,00:33:02,00:07:19,00:40:22
S5 2022 London,male,GBR,25-29,open,01:20:48,00:35:08,00:07:26,00:38:14
S5 2022 London,male,GBR,45-49,open,01:16:48,00:30:36,00:06:09,00:40:03
S5 2022 London,male,GBR,30-34,open,01:16:51,00:30:27,00:07:58,00:38:26
S5 2022 London,male,GBR,35-39,open,01:17:06,00:33:06,00:07:34,00:36:26
S5 2022 London,male,GBR,40-44,open,01:17:21,00:32:52,00:05:54,00:38:35
S5 2022 London,male,GBR,25-29,open,01:19:09,00:29:51,00:10:00,00:39:18
S5 2022 London,male,GBR,30-34,open,01:17:27,00:31:02,00:07:40,00:38:45
S5 2022 London,male,GBR,40-44,open,01:17:29,00:33:06,00:06:16,00:38:07
S5 2022 London,male,GBR,50-54,open,01:17:32,00:30:39,00:07:13,00:39:40
S5 2022 London,male,GBR,30-34,open,01:17:38,00:32:48,00:08:18,00:36:32
S5 2022 London,male,GBR,35-39,open,01:17:41,00:31:05,00:06:26,00:40:10
S5 2022 London,male,GBR,30-34,open,01:17:43,00:29:07,00:06:16,00:42:20
S5 2022 London,male,GBR,35-39,open,01:17:48,00:32:13,00:07:45,00:37:50
S5 2022 London,male,GBR,35-39,open,01:17:55,00:31:41,00:06:50,00:39:24
S5 2022 London,male,GBR,25-29,open,01:17:57,00:33:31,00:06:19,00:38:07
S5 2022 London,male,GBR,30-34,open,01:18:01,00:29:36,00:10:38,00:37:47
S5 2022 London,male,GBR,30-34,open,01:20:51,00:34:33,00:08:58,00:37:20
S5 2022 London,male,GBR,30-34,open,01:18:10,00:35:06,00:06:04,00:37:00
S5 2022 London,male,GBR,30-34,open,01:18:13,00:31:36,00:07:13,00:39:24
S5 2022 London,male,GBR,35-39,open,01:18:14,00:32:00,00:05:55,00:40:19
S5 2022 London,male,GBR,50-54,open,01:18:20,00:33:01,00:06:47,00:38:32
S5 2022 London,male,GBR,35-39,open,01:18:25,00:33:36,00:05:55,00:38:54
S5 2022 London,male,GBR,35-39,open,01:18:28,00:35:45,00:05:02,00:37:41
S5 2022 London,male,GBR,40-44,open,01:18:30,00:34:19,00:07:13,00:36:58
S5 2022 London,male,GBR,30-34,open,01:18:36,00:33:10,00:05:56,00:39:30
S5 2022 London,male,GBR,40-44,open,01:18:38,00:32:54,00:06:16,00:39:28
S5 2022 London,male,GBR,30-34,open,01:18:41,00:36:01,00:05:50,00:36:50
S5 2022 London,male,GBR,40-44,open,01:18:42,00:32:17,00:06:32,00:39:53
S5 2022 London,male,GBR,35-39,open,01:18:49,00:30:59,00:06:39,00:41:11
S5 2022 London,male,GBR,35-39,open,01:18:56,00:34:43,00:06:07,00:38:06
S5 2022 London,male,GBR,35-39,open,01:19:07,00:30:55,00:07:19,00:40:53
S5 2022 London,male,GBR,50-54,open,01:19:10,00:33:38,00:06:34,00:38:58
S5 2022 London,male,GBR,30-34,open,01:19:13,00:33:04,00:06:00,00:40:09
S5 2022 London,male,GBR,40-44,open,01:19:15,00:31:51,00:06:54,00:40:30
S5 2022 London,male,GBR,40-44,open,01:19:17,00:35:06,00:06:37,00:37:34
S5 2022 London,male,GBR,45-49,open,01:19:22,00:35:01,00:05:34,00:38:47
S5 2022 London,male,GBR,35-39,open,01:19:23,00:34:00,00:06:44,00:38:39
S5 2022 London,male,GBR,35-39,open,01:19:30,00:33:40,00:07:36,00:38:14
S5 2022 London,male,GBR,30-34,open,01:19:40,00:31:13,00:07:28,00:40:59
S5 2022 London,male,GBR,35-39,open,01:19:42,00:32:36,00:06:35,00:40:31
S5 2022 London,male,GBR,50-54,open,01:19:47,00:33:52,00:05:53,00:40:02
S5 2022 London,male,GBR,40-44,open,01:19:52,00:35:05,00:06:10,00:38:37
S5 2022 London,male,GBR,16-24,open,01:19:52,00:30:25,00:07:13,00:42:14
S5 2022 London,male,GBR,45-49,open,01:19:55,00:33:30,00:05:40,00:40:45
S5 2022 London,male,GBR,30-34,open,01:19:57,00:33:29,00:06:50,00:39:38
S5 2022 London,male,GBR,40-44,open,01:20:17,00:34:31,00:07:16,00:38:30
S5 2022 London,male,GBR,30-34,open,01:20:27,00:33:25,00:06:57,00:40:05
S5 2022 London,male,GBR,40-44,open,01:20:33,00:30:52,00:08:23,00:41:18
S5 2022 London,male,GBR,55-59,open,01:20:35,00:34:54,00:06:38,00:39:03
S5 2022 London,male,GBR,45-49,open,01:20:44,00:35:42,00:06:07,00:38:55
S5 2022 London,male,GBR,40-44,open,01:21:02,00:36:48,00:06:00,00:38:14
S5 2022 London,male,HUN,30-34,open,01:21:03,00:33:51,00:06:57,00:40:15
S5 2022 London,male,GBR,40-44,open,01:21:07,00:32:58,00:06:17,00:41:52
S5 2022 London,male,GBR,35-39,open,01:21:10,00:33:50,00:06:45,00:40:35
S5 2022 London,male,GBR,16-24,open,01:21:10,00:37:46,00:05:20,00:38:04
S5 2022 London,male,GBR,55-59,open,01:21:14,00:37:43,00:06:13,00:37:18
S5 2022 London,male,GBR,35-39,open,01:21:19,00:34:09,00:08:33,00:38:37
S5 2022 London,male,GBR,35-39,open,01:21:26,00:31:12,00:12:11,00:38:03
S5 2022 London,male,GBR,40-44,open,01:21:28,00:36:28,00:07:12,00:37:48
S5 2022 London,male,GBR,25-29,open,01:21:38,00:35:07,00:06:51,00:39:40
S5 2022 London,male,GBR,25-29,open,01:21:45,00:33:17,00:06:18,00:42:10
S5 2022 London,male,GBR,50-54,open,01:21:46,00:34:54,00:05:45,00:41:07
S5 2022 London,male,GBR,30-34,open,01:21:48,00:32:58,00:07:51,00:40:59
S5 2022 London,male,GBR,40-44,open,01:21:53,00:33:47,00:07:46,00:40:20
S5 2022 London,male,GBR,50-54,open,01:21:54,00:35:40,00:08:41,00:37:33
S5 2022 London,male,GBR,25-29,open,01:21:58,00:34:01,00:06:37,00:41:20
S5 2022 London,male,GBR,30-34,open,01:25:08,00:32:33,00:12:55,00:39:40
S5 2022 London,male,GBR,35-39,open,01:22:01,00:34:00,00:05:29,00:42:32
S5 2022 London,male,GBR,25-29,open,01:22:06,00:30:22,00:06:34,00:45:10
S5 2022 London,male,GBR,30-34,open,01:22:08,00:32:46,00:07:44,00:41:38
S5 2022 London,male,GBR,40-44,open,01:22:13,00:33:54,00:07:52,00:40:27
S5 2022 London,male,GBR,40-44,open,01:22:15,00:37:04,00:05:42,00:39:29
S5 2022 London,male,GBR,45-49,open,01:22:28,00:38:26,00:08:19,00:35:43
S5 2022 London,male,GBR,30-34,open,01:22:29,00:31:51,00:06:17,00:44:21
S5 2022 London,male,GBR,30-34,open,01:22:34,00:33:18,00:06:35,00:42:41
S5 2022 London,male,GBR,40-44,open,01:22:38,00:35:35,00:08:12,00:38:51
S5 2022 London,male,GBR,40-44,open,01:22:46,00:36:51,00:07:12,00:38:43
S5 2022 London,male,GBR,60-64,open,01:22:50,00:34:13,00:06:33,00:42:04
S5 2022 London,male,GBR,30-34,open,01:22:51,00:35:21,00:06:10,00:41:20
S5 2022 London,male,GBR,30-34,open,01:22:54,00:29:09,00:10:03,00:43:42
S5 2022 London,male,GBR,50-54,open,01:23:05,00:40:38,00:05:54,00:36:33
S5 2022 London,male,GBR,55-59,open,01:23:16,00:36:37,00:07:47,00:38:52
S5 2022 London,male,GBR,40-44,open,01:23:20,00:36:26,00:07:02,00:39:52
S5 2022 London,male,GBR,40-44,open,01:23:35,00:39:52,00:06:04,00:37:39
S5 2022 London,male,GBR,30-34,open,01:23:36,00:37:13,00:07:47,00:38:36
S5 2022 London,male,GBR,30-34,open,01:23:36,00:33:00,00:07:29,00:43:07
S5 2022 London,male,GBR,30-34,open,01:23:39,00:36:18,00:06:17,00:41:04
S5 2022 London,male,GBR,25-29,open,01:23:39,00:34:26,00:08:33,00:40:40
S5 2022 London,male,GBR,30-34,open,01:23:39,00:36:17,00:08:49,00:38:33
S5 2022 London,male,GBR,30-34,open,01:23:44,00:36:24,00:06:19,00:41:01
S5 2022 London,male,GBR,35-39,open,01:23:47,00:37:07,00:06:44,00:39:56
S5 2022 London,male,GBR,30-34,open,01:23:53,00:35:39,00:06:34,00:41:40
S5 2022 London,male,GBR,30-34,open,01:23:59,00:30:28,00:08:06,00:45:25
S5 2022 London,male,GBR,25-29,open,01:24:08,00:30:42,00:07:35,00:45:51
S5 2022 London,male,GBR,40-44,open,01:24:11,00:36:24,00:07:07,00:40:40
S5 2022 London,male,GBR,40-44,open,01:24:14,00:34:21,00:06:40,00:43:13
S5 2022 London,male,GBR,50-54,open,01:24:17,00:36:11,00:07:35,00:40:31
S5 2022 London,male,GBR,35-39,open,01:24:20,00:33:13,00:07:43,00:43:24
S5 2022 London,male,GBR,30-34,open,01:20:57,00:34:14,00:07:18,00:39:25
S5 2022 London,male,GBR,30-34,open,01:21:02,00:34:57,00:07:07,00:38:58
S5 2022 London,male,GBR,30-34,open,01:21:03,00:33:51,00:06:57,00:40:15
S5 2022 London,male,ITA,40-44,open,01:21:07,00:32:58,00:06:17,00:41:52
S5 2022 London,male,GBR,35-39,open,01:21:10,00:33:50,00:06:45,00:40:35
S5 2022 London,male,GBR,40-44,open,01:21:12,00:33:50,00:07:31,00:39:51
S5 2022 London,male,GBR,35-39,open,01:21:19,00:34:09,00:08:33,00:38:37
S5 2022 London,male,GBR,45-49,open,01:21:24,00:32:42,00:06:57,00:41:45
S5 2022 London,male,GBR,40-44,open,01:21:28,00:36:28,00:07:12,00:37:48
S5 2022 London,male,GBR,45-49,open,01:21:31,00:35:19,00:07:54,00:38:18
S5 2022 London,male,GER,25-29,open,01:21:45,00:33:17,00:06:18,00:42:10
S5 2022 London,male,GBR,50-54,open,01:21:46,00:34:54,00:05:45,00:41:07
S5 2022 London,male,GBR,55-59,open,01:21:47,00:33:25,00:07:06,00:41:16
S5 2022 London,male,GBR,25-29,open,01:21:50,00:32:37,00:09:40,00:39:33
S5 2022 London,male,GBR,40-44,open,01:21:54,00:33:16,00:08:38,00:40:00
S5 2022 London,male,GBR,40-44,open,01:21:55,00:34:14,00:06:57,00:40:44
S5 2022 London,male,GBR,40-44,open,01:22:00,00:35:41,00:07:29,00:38:50
S5 2022 London,male,GBR,35-39,open,01:22:01,00:34:00,00:05:29,00:42:32
S5 2022 London,male,GBR,50-54,open,01:22:02,00:36:09,00:07:19,00:38:34
S5 2022 London,male,GBR,25-29,open,01:22:06,00:30:22,00:06:34,00:45:10
S5 2022 London,male,GBR,30-34,open,01:22:10,00:35:10,00:06:26,00:40:34
S5 2022 London,male,GBR,45-49,open,01:22:13,00:33:49,00:06:40,00:41:44
S5 2022 London,male,GBR,30-34,open,01:22:16,00:31:17,00:06:20,00:44:39
S5 2022 London,male,GBR,40-44,open,01:22:25,00:35:28,00:07:19,00:39:38
S5 2022 London,male,GBR,30-34,open,01:24:17,00:33:11,00:12:44,00:38:22
S5 2022 London,male,GBR,30-34,open,01:22:34,00:33:18,00:06:35,00:42:41
S5 2022 London,male,GBR,25-29,open,01:22:35,00:32:31,00:07:11,00:42:53
S5 2022 London,male,GBR,40-44,open,01:22:45,00:32:25,00:06:42,00:43:38
S5 2022 London,male,GBR,30-34,open,01:22:47,00:32:46,00:07:06,00:42:55
S5 2022 London,male,GBR,60-64,open,01:22:50,00:34:13,00:06:33,00:42:04
S5 2022 London,male,GBR,35-39,open,01:22:51,00:34:56,00:07:58,00:39:57
S5 2022 London,male,GBR,35-39,open,01:22:54,00:38:13,00:07:47,00:36:54
S5 2022 London,male,GBR,35-39,open,01:23:06,00:34:19,00:07:20,00:41:27
S5 2022 London,male,GBR,40-44,open,01:23:20,00:36:26,00:07:02,00:39:52
S5 2022 London,male,GBR,16-24,open,01:23:25,00:40:29,00:07:53,00:35:03
S5 2022 London,male,GBR,45-49,open,01:23:31,00:34:01,00:09:09,00:40:21
S5 2022 London,male,GBR,25-29,open,01:23:36,00:37:51,00:07:04,00:38:41
S5 2022 London,male,GBR,30-34,open,01:23:36,00:33:00,00:07:29,00:43:07
S5 2022 London,male,GBR,25-29,open,01:23:38,00:31:15,00:08:05,00:44:18
S5 2022 London,male,GBR,35-39,open,01:23:39,00:38:32,00:06:56,00:38:11
S5 2022 London,male,GBR,30-34,open,01:23:39,00:36:17,00:08:49,00:38:33
S5 2022 London,male,GBR,35-39,open,01:23:40,00:33:37,00:07:21,00:42:42
S5 2022 London,male,GBR,35-39,open,01:23:44,00:34:54,00:07:10,00:41:40
S5 2022 London,male,GBR,30-34,open,01:23:55,00:36:31,00:06:44,00:40:40
S5 2022 London,male,GBR,25-29,open,01:24:08,00:30:42,00:07:35,00:45:51
S5 2022 London,male,GBR,40-44,open,01:24:11,00:36:24,00:07:07,00:40:40
S5 2022 London,male,GBR,30-34,open,01:24:12,00:34:35,00:06:47,00:42:50
S5 2022 London,male,GBR,30-34,open,01:24:15,00:36:05,00:07:42,00:40:28
S5 2022 London,male,GBR,30-34,open,01:24:18,00:35:41,00:07:05,00:41:32
S5 2022 London,male,GBR,35-39,open,01:24:22,00:41:45,00:06:14,00:36:23
S5 2022 London,male,GBR,40-44,open,01:24:26,00:35:16,00:10:29,00:38:41
S5 2022 London,male,GBR,45-49,open,01:24:29,00:36:18,00:06:41,00:41:30
S5 2022 London,male,GBR,30-34,open,01:24:31,00:34:42,00:07:17,00:42:32
S5 2022 London,male,GBR,35-39,open,01:24:36,00:38:05,00:07:01,00:39:30
S5 2022 London,male,GBR,40-44,open,01:24:42,00:33:53,00:06:58,00:43:51
S5 2022 London,male,GBR,45-49,open,01:24:50,00:38:06,00:07:30,00:39:14
S5 2022 London,male,GBR,40-44,open,01:28:02,00:39:04,00:06:43,00:42:15
S5 2022 London,male,GBR,40-44,open,01:24:58,00:34:37,00:07:14,00:43:07
S5 2022 London,male,GBR,35-39,open,01:25:03,00:36:16,00:07:46,00:41:01
S5 2022 London,male,GBR,35-39,open,01:25:05,00:36:31,00:06:28,00:42:06
S5 2022 London,male,GBR,30-34,open,01:25:14,00:29:36,00:08:11,00:47:27
S5 2022 London,male,GBR,25-29,open,01:25:18,00:33:54,00:08:44,00:42:40
S5 2022 London,male,GBR,45-49,open,01:25:23,00:39:46,00:06:47,00:38:50
S5 2022 London,male,GBR,35-39,open,01:25:25,00:33:42,00:08:12,00:43:31
S5 2022 London,male,GBR,50-54,open,01:25:28,00:35:39,00:09:27,00:40:22
S5 2022 London,male,GBR,30-34,open,01:25:39,00:34:05,00:07:44,00:43:50
S5 2022 London,male,GBR,40-44,open,01:25:53,00:34:20,00:07:36,00:43:57
S5 2022 London,male,GBR,40-44,open,01:25:53,00:40:28,00:07:21,00:38:04
S5 2022 London,male,GBR,35-39,open,01:25:54,00:36:52,00:08:02,00:41:00
