event_name,gender,nationality,age_group,division,total_time,work_time,roxzone_time,run_time
S6 2023 London,male,GBR,35-39,open,01:16:40,00:32:08,00:05:45,00:38:47
S6 2023 London,male,GBR,16-24,open,01:16:42,00:33:48,00:06:28,00:36:26
S6 2023 London,male,GBR,25-29,open,01:16:43,00:29:58,00:05:41,00:41:04
S6 2023 London,male,GBR,16-24,open,01:16:45,00:32:55,00:05:16,00:38:34
S6 2023 London,male,GBR,30-34,open,01:16:46,00:29:03,00:09:17,00:38:26
S6 2023 London,male,GBR,45-49,open,01:16:47,00:30:16,00:08:57,00:37:34
S6 2023 London,male,GBR,40-44,open,01:16:49,00:33:03,00:05:50,00:37:56
S6 2023 London,male,GBR,30-34,open,01:14:54,00:33:04,00:05:43,00:36:07
S6 2023 London,male,GBR,25-29,open,01:14:55,00:30:47,00:06:04,00:38:04
S6 2023 London,male,GBR,40-44,open,01:14:59,00:31:30,00:05:08,00:38:21
S6 2023 London,male,GBR,45-49,open,01:14:59,00:32:48,00:05:02,00:37:09
S6 2023 London,male,GBR,35-39,open,01:15:01,00:33:27,00:04:21,00:37:13
S6 2023 London,male,IRL,40-44,open,01:15:05,00:32:03,00:07:04,00:35:58
S6 2023 London,male,GBR,16-24,open,01:15:05,00:28:43,00:06:44,00:39:38
S6 2023 London,male,GBR,30-34,open,01:15:08,00:30:20,00:05:22,00:39:26
S6 2023 London,male,GBR,35-39,open,01:15:10,00:32:31,00:06:18,00:36:21
S6 2023 London,male,GBR,35-39,open,01:15:13,00:29:21,00:04:43,00:41:09
S6 2023 London,male,GBR,55-59,open,01:15:22,00:33:44,00:04:19,00:37:19
S6 2023 London,male,GBR,30-34,open,01:15:26,00:30:45,00:05:48,00:38:53
S6 2023 London,male,GBR,25-29,open,01:15:29,00:29:45,00:04:40,00:41:04
S6 2023 London,male,GBR,30-34,open,01:15:30,00:30:12,00:05:17,00:40:01
S6 2023 London,male,GBR,30-34,open,01:15:36,00:32:24,00:05:05,00:38:07
S6 2023 London,male,GBR,30-34,open,01:15:41,00:28:10,00:06:04,00:41:27
S6 2023 London,male,GBR,35-39,open,01:15:46,00:38:29,00:04:38,00:32:39
S6 2023 London,male,GBR,25-29,open,01:15:48,00:31:08,00:05:09,00:39:31
S6 2023 London,male,GBR,35-39,open,01:15:52,00:34:43,00:05:17,00:35:52
S6 2023 London,male,GBR,30-34,open,01:15:53,00:33:39,00:04:42,00:37:32
S6 2023 London,male,GBR,40-44,open,01:15:56,00:32:23,00:05:56,00:37:37
S6 2023 London,male,GBR,35-39,open,01:15:59,00:32:24,00:04:58,00:38:37
S6 2023 London,male,GBR,40-44,open,01:16:06,00:31:42,00:04:54,00:39:30
S6 2023 London,male,GBR,35-39,open,01:16:10,00:27:59,00:05:51,00:42:20
S6 2023 London,male,GBR,30-34,open,01:16:15,00:31:50,00:06:36,00:37:49
S6 2023 London,male,GBR,25-29,open,01:16:17,00:34:29,00:05:50,00:35:58
S6 2023 London,male,GBR,30-34,open,01:16:18,00:31:37,00:05:23,00:39:18
S6 2023 London,male,GBR,25-29,open,01:16:19,00:34:49,00:05:34,00:35:56
S6 2023 London,male,GBR,30-34,open,01:16:21,00:33:05,00:05:11,00:38:05
S6 2023 London,male,GBR,16-24,open,01:16:22,00:28:33,00:05:48,00:42:01
S6 2023 London,male,GBR,40-44,open,01:16:23,00:31:27,00:05:55,00:39:01
S6 2023 London,male,GBR,35-39,open,01:16:25,00:31:25,00:06:02,00:38:58
S6 2023 London,male,GBR,35-39,open,01:16:25,00:30:55,00:05:25,00:40:05
S6 2023 London,male,GBR,25-29,open,01:16:26,00:31:48,00:04:46,00:39:52
S6 2023 London,male,IRL,25-29,open,01:16:27,00:31:19,00:04:57,00:40:11
S6 2023 London,male,GBR,16-24,open,01:16:29,00:30:59,00:07:08,00:38:22
S6 2023 London,male,GBR,25-29,open,01:16:31,00:30:25,00:05:12,00:40:54
S6 2023 London,male,GBR,45-49,open,01:16:33,00:33:36,00:05:33,00:37:24
S6 2023 London,male,GBR,40-44,open,01:16:36,00:34:09,00:05:07,00:37:20
S6 2023 London,male,GBR,30-34,open,01:16:36,00:31:05,00:05:07,00:40:24
S6 2023 London,male,GBR,25-29,open,01:16:37,00:32:52,00:04:30,00:39:15
S6 2023 London,male,GBR,35-39,open,01:16:39,00:32:54,00:05:15,00:38:30
S6 2023 London,male,GBR,35-39,open,01:16:39,00:32:01,00:04:37,00:40:01
S6 2023 London,male,GBR,25-29,open,01:16:40,00:30:10,00:05:05,00:41:25
S6 2023 London,male,GBR,35-39,open,01:16:41,00:33:47,00:05:05,00:37:49
S6 2023 London,male,GBR,25-29,open,01:16:43,00:32:55,00:04:57,00:38:51
S6 2023 London,male,GBR,40-44,open,01:16:43,00:35:44,00:04:24,00:36:35
S6 2023 London,male,GBR,25-29,open,01:16:45,00:32:41,00:05:23,00:38:41
S6 2023 London,male,GBR,30-34,open,01:16:47,00:31:14,00:05:36,00:39:57
S6 2023 London,male,GBR,16-24,open,01:16:48,00:31:49,00:05:38,00:39:21
S6 2023 London,male,GBR,30-34,open,01:16:50,00:32:10,00:06:05,00:38:35
S6 2023 London,male,GBR,25-29,open,01:16:52,00:29:36,00:05:30,00:41:46
S6 2023 London,male,GBR,35-39,open,01:16:54,00:33:27,00:04:34,00:38:53
S6 2023 London,male,GBR,35-39,open,01:16:55,00:31:59,00:05:24,00:39:32
S6 2023 London,male,GBR,40-44,open,01:16:57,00:35:19,00:06:04,00:35:34
S6 2023 London,male,GBR,30-34,open,01:16:59,00:32:40,00:04:56,00:39:23
S6 2023 London,male,GBR,25-29,open,01:17:03,00:31:22,00:05:41,00:40:00
S6 2023 London,male,GBR,40-44,open,01:17:07,00:31:40,00:05:16,00:40:11
S6 2023 London,male,GBR,25-29,open,01:17:09,00:33:59,00:04:34,00:38:36
S6 2023 London,male,GBR,16-24,open,01:17:10,00:31:32,00:04:57,00:40:41
S6 2023 London,male,GBR,40-44,open,01:17:11,00:34:29,00:04:55,00:37:47
S6 2023 London,male,GBR,35-39,open,01:17:13,00:31:06,00:05:20,00:40:47
S6 2023 London,male,GBR,45-49,open,01:17:15,00:30:03,00:05:23,00:41:49
S6 2023 London,male,GBR,35-39,open,01:17:15,00:31:51,00:05:46,00:39:38
S6 2023 London,male,GBR,50-54,open,01:17:18,00:37:29,00:05:09,00:34:40
S6 2023 London,male,GBR,25-29,open,01:17:19,00:35:48,00:04:45,00:36:46
S6 2023 London,male,GBR,40-44,open,01:17:21,00:33:42,00:05:26,00:38:13
S6 2023 London,male,GBR,45-49,open,01:17:23,00:31:30,00:05:27,00:40:26
S6 2023 London,male,CZE,30-34,open,01:17:24,00:32:25,00:07:32,00:37:27
S6 2023 London,male,GBR,25-29,open,01:17:25,00:31:41,00:04:52,00:40:52
S6 2023 London,male,GBR,35-39,open,01:17:26,00:31:48,00:04:57,00:40:41
S6 2023 London,male,GBR,40-44,open,01:17:28,00:34:10,00:05:06,00:38:12
S6 2023 London,male,GBR,35-39,open,01:17:29,00:33:28,00:05:56,00:38:05
S6 2023 London,male,GBR,25-29,open,01:17:30,00:34:11,00:05:47,00:37:32
S6 2023 London,male,GBR,30-34,open,01:17:30,00:29:24,00:05:39,00:42:27
S6 2023 London,male,GBR,40-44,open,01:17:32,00:32:28,00:04:35,00:40:29
S6 2023 London,male,GBR,40-44,open,01:17:34,00:32:33,00:05:12,00:39:49
S6 2023 London,male,GBR,40-44,open,01:17:34,00:33:11,00:04:50,00:39:33
S6 2023 London,male,GBR,25-29,open,01:17:35,00:28:50,00:06:59,00:41:46
S6 2023 London,male,GBR,40-44,open,01:17:39,00:33:57,00:04:37,00:39:05
S6 2023 London,male,GBR,25-29,open,01:17:41,00:32:42,00:05:52,00:39:07
S6 2023 London,male,GBR,30-34,open,01:17:44,00:34:55,00:05:03,00:37:46
S6 2023 London,male,GBR,25-29,open,01:17:48,00:33:54,00:06:17,00:37:37
S6 2023 London,male,GBR,30-34,open,01:17:50,00:35:06,00:05:04,00:37:40
S6 2023 London,male,GBR,30-34,open,01:17:52,00:28:31,00:05:52,00:43:29
S6 2023 London,male,GBR,45-49,open,01:17:55,00:34:53,00:04:29,00:38:33
S6 2023 London,male,GBR,25-29,open,01:17:56,00:34:50,00:05:33,00:37:33
S6 2023 London,male,GBR,40-44,open,01:17:58,00:32:36,00:05:24,00:39:58
S6 2023 London,male,GBR,50-54,open,01:18:02,00:33:59,00:04:56,00:39:07
S6 2023 London,male,GBR,25-29,open,01:18:04,00:33:06,00:05:21,00:39:37
S6 2023 London,male,GBR,25-29,open,01:18:04,00:33:34,00:05:25,00:39:05
S6 2023 London,male,GBR,35-39,open,01:18:09,00:32:43,00:04:45,00:40:41
S6 2023 London,male,GBR,30-34,open,01:18:10,00:31:23,00:04:59,00:41:48
S6 2023 London,male,ITA,45-49,open,01:18:13,00:33:51,00:04:46,00:39:36
S6 2023 London,male,GBR,35-39,open,01:18:18,00:34:30,00:06:33,00:37:15
S6 2023 London,male,GBR,35-39,open,01:18:19,00:33:42,00:05:25,00:39:12
S6 2023 London,male,GBR,25-29,open,01:18:20,00:34:16,00:04:43,00:39:21
S6 2023 London,male,GBR,45-49,open,01:18:20,00:37:13,00:05:23,00:35:44
S6 2023 London,male,GBR,30-34,open,01:16:50,00:39:30,00:04:05,00:33:15
S6 2023 London,male,GBR,25-29,open,01:16:51,00:31:01,00:05:00,00:40:50
S6 2023 London,male,IRL,35-39,open,01:16:52,00:30:19,00:04:45,00:41:48
S6 2023 London,male,GBR,40-44,open,01:16:54,00:32:29,00:05:01,00:39:24
S6 2023 London,male,GBR,25-29,open,01:16:56,00:34:07,00:04:51,00:37:58
S6 2023 London,male,GBR,30-34,open,01:16:58,00:33:09,00:05:50,00:37:59
S6 2023 London,male,GBR,40-44,open,01:17:01,00:28:25,00:09:36,00:39:00
S6 2023 London,male,GBR,25-29,open,01:17:04,00:30:55,00:06:11,00:39:58
S6 2023 London,male,GBR,35-39,open,01:17:08,00:29:14,00:06:06,00:41:48
S6 2023 London,male,GBR,35-39,open,01:17:09,00:29:58,00:05:37,00:41:34
S6 2023 London,male,GBR,30-34,open,01:17:10,00:26:22,00:09:09,00:41:39
S6 2023 London,male,GBR,30-34,open,01:17:11,00:31:23,00:07:02,00:38:46
S6 2023 London,male,GBR,35-39,open,01:17:14,00:33:18,00:04:40,00:39:16
S6 2023 London,male,GBR,25-29,open,01:17:15,00:32:40,00:04:45,00:39:50
S6 2023 London,male,GBR,50-54,open,01:17:17,00:34:01,00:05:36,00:37:40
S6 2023 London,male,GBR,50-54,open,01:17:18,00:39:07,00:04:43,00:33:28
S6 2023 London,male,GBR,30-34,open,01:17:20,00:31:28,00:04:52,00:41:00
S6 2023 London,male,GBR,25-29,open,01:17:21,00:32:57,00:04:20,00:40:04
S6 2023 London,male,GBR,25-29,open,01:17:24,00:29:29,00:06:01,00:41:54
S6 2023 London,male,GBR,45-49,open,01:17:25,00:35:11,00:04:51,00:37:23
S6 2023 London,male,GBR,25-29,open,01:17:26,00:33:02,00:04:55,00:39:29
S6 2023 London,male,GBR,35-39,open,01:17:27,00:32:46,00:05:49,00:38:52
S6 2023 London,male,GBR,30-34,open,01:17:29,00:33:44,00:05:07,00:38:38
S6 2023 London,male,GBR,30-34,open,01:17:29,00:32:33,00:05:48,00:39:08
S6 2023 London,male,GBR,40-44,open,01:17:29,00:33:11,00:05:50,00:38:28
S6 2023 London,male,GBR,35-39,open,01:17:30,00:33:26,00:04:41,00:39:23
S6 2023 London,male,GBR,35-39,open,01:17:30,00:28:00,00:07:33,00:41:57
S6 2023 London,male,GBR,30-34,open,01:17:33,00:32:21,00:06:14,00:38:58
S6 2023 London,male,GBR,25-29,open,01:17:34,00:34:35,00:05:14,00:37:45
S6 2023 London,male,GBR,30-34,open,01:17:35,00:35:06,00:04:55,00:37:34
S6 2023 London,male,GBR,35-39,open,01:17:37,00:32:01,00:05:29,00:40:07
S6 2023 London,male,IRL,45-49,open,01:17:39,00:33:19,00:05:17,00:39:03
S6 2023 London,male,GBR,45-49,open,01:17:41,00:33:24,00:04:08,00:40:09
S6 2023 London,male,GBR,40-44,open,01:17:45,00:33:19,00:05:07,00:39:19
S6 2023 London,male,GBR,30-34,open,01:17:50,00:35:27,00:04:55,00:37:28
S6 2023 London,male,GBR,35-39,open,01:17:50,00:30:13,00:05:30,00:42:07
S6 2023 London,male,GBR,35-39,open,01:17:54,00:31:47,00:06:20,00:39:47
S6 2023 London,male,GBR,30-34,open,01:17:56,00:29:11,00:04:42,00:44:03
S6 2023 London,male,GBR,30-34,open,01:17:56,00:34:43,00:06:47,00:36:26
S6 2023 London,male,GBR,40-44,open,01:18:00,00:30:53,00:05:14,00:41:53
S6 2023 London,male,GBR,40-44,open,01:18:04,00:32:54,00:05:20,00:39:50
S6 2023 London,male,GBR,50-54,open,01:18:04,00:32:26,00:05:30,00:40:08
S6 2023 London,male,GBR,30-34,open,01:18:09,00:31:53,00:06:02,00:40:14
S6 2023 London,male,GBR,40-44,open,01:18:10,00:33:26,00:04:47,00:39:57
S6 2023 London,male,GBR,25-29,open,01:18:11,00:32:55,00:05:04,00:40:12
S6 2023 London,male,GBR,25-29,open,01:18:12,00:31:10,00:05:59,00:41:03
S6 2023 London,male,GBR,25-29,open,01:18:17,00:32:38,00:06:35,00:39:04
S6 2023 London,male,GBR,55-59,open,01:18:19,00:36:07,00:04:55,00:37:17
S6 2023 London,male,GBR,25-29,open,01:18:20,00:33:34,00:05:59,00:38:47
S6 2023 London,male,GBR,40-44,open,01:18:20,00:30:58,00:04:38,00:42:44
S6 2023 London,male,GBR,30-34,open,01:18:22,00:31:50,00:05:32,00:41:00
S6 2023 London,male,GBR,35-39,open,01:18:23,00:29:28,00:06:02,00:42:53
S6 2023 London,male,GBR,30-34,open,01:18:24,00:33:35,00:05:31,00:39:18
S6 2023 London,male,SWE,35-39,open,01:18:25,00:32:53,00:05:11,00:40:21
S6 2023 London,male,GBR,35-39,open,01:18:28,00:33:00,00:06:10,00:39:18
S6 2023 London,male,GBR,45-49,open,01:18:32,00:35:31,00:05:09,00:37:52
S6 2023 London,male,GBR,45-49,open,01:18:33,00:32:57,00:04:57,00:40:39
S6 2023 London,male,GBR,25-29,open,01:18:34,00:33:35,00:05:16,00:39:43
S6 2023 London,male,GBR,30-34,open,01:18:36,00:33:29,00:06:10,00:38:57
S6 2023 London,male,GBR,25-29,open,01:18:38,00:37:39,00:06:21,00:34:38
S6 2023 London,male,IRL,25-29,open,01:18:40,00:31:21,00:05:18,00:42:01
S6 2023 London,male,GBR,30-34,open,01:18:42,00:31:25,00:05:18,00:41:59
S6 2023 London,male,GBR,25-29,open,01:18:45,00:34:27,00:05:51,00:38:27
S6 2023 London,male,GBR,40-44,open,01:18:47,00:31:42,00:05:55,00:41:10
S6 2023 London,male,GBR,30-34,open,01:18:48,00:32:03,00:06:20,00:40:25
S6 2023 London,male,IRL,40-44,open,01:18:50,00:33:08,00:05:33,00:40:09
S6 2023 London,male,GBR,45-49,open,01:18:50,00:33:12,00:05:17,00:40:21
S6 2023 London,male,GBR,40-44,open,01:18:51,00:33:38,00:06:00,00:39:13
S6 2023 London,male,GBR,35-39,open,01:18:52,00:34:57,00:05:24,00:38:31
S6 2023 London,male,GBR,40-44,open,01:18:54,00:33:23,00:05:25,00:40:06
S6 2023 London,male,GBR,35-39,open,01:18:57,00:32:38,00:05:58,00:40:21
S6 2023 London,male,GBR,30-34,open,01:18:57,00:32:23,00:06:22,00:40:12
S6 2023 London,male,GBR,40-44,open,01:19:02,00:30:52,00:07:15,00:40:55
S6 2023 London,male,GBR,30-34,open,01:18:59,00:35:52,00:05:04,00:38:03
S6 2023 London,male,GBR,60-64,open,01:19:01,00:34:19,00:04:46,00:39:56
S6 2023 London,male,GBR,30-34,open,01:19:02,00:33:44,00:05:46,00:39:32
S6 2023 London,male,GBR,35-39,open,01:22:09,00:33:27,00:12:13,00:36:29
S6 2023 London,male,GBR,45-49,open,01:19:09,00:34:55,00:04:59,00:39:15
S6 2023 London,male,GER,25-29,open,01:19:09,00:34:40,00:04:33,00:39:56
S6 2023 London,male,GBR,40-44,open,01:19:11,00:28:16,00:10:41,00:40:14
S6 2023 London,male,GBR,35-39,open,01:19:12,00:33:22,00:04:32,00:41:18
S6 2023 London,male,GBR,50-54,open,01:19:13,00:34:06,00:05:23,00:39:44
S6 2023 London,male,GBR,35-39,open,01:19:16,00:32:56,00:06:24,00:39:56
S6 2023 London,male,GBR,40-44,open,01:19:18,00:33:18,00:05:53,00:40:07
S6 2023 London,male,GBR,30-34,open,01:19:19,00:31:10,00:06:52,00:41:17
S6 2023 London,male,GBR,35-39,open,01:19:22,00:32:44,00:05:39,00:40:59
S6 2023 London,male,GBR,30-34,open,01:19:23,00:32:09,00:06:25,00:40:49
S6 2023 London,male,GBR,40-44,open,01:19:24,00:33:48,00:05:53,00:39:43
S6 2023 London,male,GBR,25-29,open,01:19:25,00:35:41,00:04:52,00:38:52
S6 2023 London,male,GBR,30-34,open,01:19:27,00:35:40,00:05:12,00:38:35
S6 2023 London,male,GBR,16-24,open,01:19:29,00:37:07,00:05:50,00:36:32
S6 2023 London,male,GBR,30-34,open,01:19:30,00:34:01,00:04:57,00:40:32
S6 2023 London,male,GBR,50-54,open,01:19:31,00:35:46,00:04:43,00:39:02
S6 2023 London,male,GBR,30-34,open,01:19:32,00:38:16,00:05:16,00:36:00
S6 2023 London,male,GBR,30-34,open,01:19:33,00:30:18,00:06:34,00:42:41
S6 2023 London,male,GBR,25-29,open,01:19:38,00:34:47,00:05:17,00:39:34
S6 2023 London,male,GBR,35-39,open,01:19:39,00:32:45,00:05:42,00:41:12
S6 2023 London,male,GBR,40-44,open,01:19:40,00:37:22,00:05:04,00:37:14
S6 2023 London,male,GBR,35-39,open,01:19:42,00:32:55,00:05:32,00:41:15
S6 2023 London,male,GBR,25-29,open,01:19:44,00:37:06,00:04:48,00:37:50
S6 2023 London,male,GBR,25-29,open,01:18:21,00:33:16,00:04:51,00:40:14
S6 2023 London,male,GBR,45-49,open,01:18:23,00:33:38,00:04:36,00:40:09
S6 2023 London,male,GBR,25-29,open,01:18:24,00:29:41,00:06:08,00:42:35
S6 2023 London,male,GBR,30-34,open,01:18:24,00:33:43,00:05:03,00:39:38
S6 2023 London,male,GBR,25-29,open,01:18:25,00:31:57,00:07:48,00:38:40
S6 2023 London,male,GBR,30-34,open,01:18:30,00:32:52,00:05:14,00:40:24
S6 2023 London,male,ESP,35-39,open,01:18:32,00:33:10,00:05:57,00:39:25
S6 2023 London,male,GBR,16-24,open,01:18:34,00:32:19,00:05:03,00:41:12
S6 2023 London,male,GBR,35-39,open,01:18:35,00:34:25,00:05:19,00:38:51
S6 2023 London,male,GBR,35-39,open,01:18:37,00:32:51,00:06:09,00:39:37
S6 2023 London,male,GBR,30-34,open,01:18:39,00:33:01,00:05:44,00:39:54
S6 2023 London,male,GBR,50-54,open,01:18:42,00:33:38,00:05:57,00:39:07
S6 2023 London,male,GBR,25-29,open,01:18:42,00:31:50,00:05:38,00:41:14
S6 2023 London,male,GBR,30-34,open,01:18:46,00:34:09,00:04:05,00:40:32
S6 2023 London,male,GBR,30-34,open,01:18:47,00:35:12,00:05:23,00:38:12
S6 2023 London,male,GBR,25-29,open,01:18:48,00:33:13,00:04:52,00:40:43
S6 2023 London,male,GBR,30-34,open,01:18:50,00:34:19,00:04:50,00:39:41
S6 2023 London,male,GBR,35-39,open,01:18:51,00:30:46,00:05:34,00:42:31
S6 2023 London,male,GBR,35-39,open,01:18:52,00:37:08,00:04:47,00:36:57
S6 2023 London,male,GBR,40-44,open,01:18:54,00:34:00,00:05:37,00:39:17
S6 2023 London,male,NOR,40-44,open,01:18:54,00:25:32,00:10:32,00:42:50
S6 2023 London,male,GBR,25-29,open,01:18:57,00:33:02,00:05:15,00:40:40
S6 2023 London,male,GBR,30-34,open,01:18:58,00:32:01,00:06:46,00:40:11
S6 2023 London,male,GBR,30-34,open,01:18:58,00:31:44,00:05:13,00:42:01
S6 2023 London,male,GBR,45-49,open,01:19:01,00:34:41,00:05:58,00:38:22
S6 2023 London,male,GBR,50-54,open,01:19:02,00:32:56,00:05:02,00:41:04
S6 2023 London,male,GBR,40-44,open,01:19:04,00:33:10,00:07:39,00:38:15
S6 2023 London,male,GBR,45-49,open,01:19:08,00:29:50,00:05:26,00:43:52
S6 2023 London,male,GBR,40-44,open,01:19:09,00:32:37,00:06:34,00:39:58
S6 2023 London,male,GBR,40-44,open,01:19:10,00:32:32,00:06:17,00:40:21
S6 2023 London,male,GBR,40-44,open,01:19:11,00:34:08,00:05:11,00:39:52
S6 2023 London,male,GBR,45-49,open,01:19:12,00:36:39,00:05:09,00:37:24
S6 2023 London,male,GBR,25-29,open,01:19:13,00:30:35,00:05:17,00:43:21
S6 2023 London,male,GBR,30-34,open,01:19:16,00:37:08,00:04:48,00:37:20
S6 2023 London,male,GBR,40-44,open,01:19:18,00:33:48,00:05:18,00:40:12
S6 2023 London,male,GBR,35-39,open,01:19:20,00:35:11,00:07:26,00:36:43
S6 2023 London,male,GBR,60-64,open,01:19:23,00:32:46,00:04:50,00:41:47
S6 2023 London,male,GBR,30-34,open,01:19:24,00:36:39,00:05:28,00:37:17
S6 2023 London,male,GBR,40-44,open,01:19:26,00:34:34,00:05:17,00:39:35
S6 2023 London,male,GBR,45-49,open,01:19:27,00:34:25,00:04:57,00:40:05
S6 2023 London,male,GBR,35-39,open,01:19:29,00:31:23,00:05:43,00:42:23
S6 2023 London,male,GBR,30-34,open,01:19:31,00:30:43,00:06:38,00:42:10
S6 2023 London,male,GBR,40-44,open,01:19:32,00:37:29,00:04:18,00:37:45
S6 2023 London,male,GBR,25-29,open,01:19:32,00:35:53,00:05:32,00:38:07
S6 2023 London,male,GBR,45-49,open,01:19:36,00:34:25,00:05:57,00:39:14
S6 2023 London,male,GBR,40-44,open,01:19:39,00:35:10,00:05:12,00:39:17
S6 2023 London,male,GBR,30-34,open,01:19:40,00:33:51,00:05:01,00:40:48
S6 2023 London,male,GBR,35-39,open,01:19:42,00:34:29,00:05:43,00:39:30
S6 2023 London,male,GBR,30-34,open,01:19:43,00:35:05,00:05:16,00:39:22
S6 2023 London,male,POR,30-34,open,01:19:45,00:35:13,00:05:02,00:39:30
S6 2023 London,male,GBR,30-34,open,01:19:48,00:31:58,00:06:09,00:41:41
S6 2023 London,male,GBR,45-49,open,01:19:49,00:30:48,00:09:29,00:39:32
S6 2023 London,male,GBR,35-39,open,01:19:54,00:34:42,00:05:25,00:39:47
S6 2023 London,male,GBR,35-39,open,01:19:57,00:33:55,00:06:43,00:39:19
S6 2023 London,male,GBR,45-49,open,01:19:58,00:34:25,00:05:25,00:40:08
S6 2023 London,male,GBR,35-39,open,01:19:59,00:31:52,00:05:38,00:42:29
S6 2023 London,male,GBR,50-54,open,01:20:00,00:39:01,00:05:32,00:35:27
S6 2023 London,male,GBR,35-39,open,01:20:04,00:34:22,00:06:08,00:39:34
S6 2023 London,male,GBR,45-49,open,01:20:05,00:33:04,00:05:21,00:41:40
S6 2023 London,male,GBR,35-39,open,01:20:11,00:34:08,00:06:06,00:39:57
S6 2023 London,male,GBR,45-49,open,01:20:12,00:35:44,00:05:11,00:39:17
S6 2023 London,male,GBR,25-29,open,01:20:15,00:30:55,00:07:41,00:41:39
S6 2023 London,male,GBR,50-54,open,01:22:41,00:36:06,00:08:46,00:37:49
S6 2023 London,male,GBR,40-44,open,01:20:21,00:33:03,00:05:58,00:41:20
S6 2023 London,male,GBR,35-39,open,01:20:23,00:35:00,00:04:37,00:40:46
S6 2023 London,male,GBR,35-39,open,01:20:23,00:34:16,00:04:56,00:41:11
S6 2023 London,male,GBR,30-34,open,01:20:24,00:35:55,00:05:40,00:38:49
S6 2023 London,male,GBR,30-34,open,01:20:28,00:36:03,00:04:31,00:39:54
S6 2023 London,male,GBR,30-34,open,01:20:30,00:32:45,00:06:10,00:41:35
S6 2023 London,male,GBR,40-44,open,01:20:32,00:33:33,00:06:18,00:40:41
S6 2023 London,male,GBR,16-24,open,01:20:33,00:39:40,00:05:05,00:35:48
S6 2023 London,male,GBR,35-39,open,01:20:39,00:34:42,00:06:04,00:39:53
S6 2023 London,male,GBR,35-39,open,01:20:41,00:34:47,00:05:34,00:40:20
S6 2023 London,male,GBR,40-44,open,01:20:41,00:32:50,00:06:14,00:41:37
S6 2023 London,male,GBR,30-34,open,01:20:42,00:30:46,00:06:46,00:43:10
S6 2023 London,male,GBR,30-34,open,01:20:51,00:32:13,00:05:58,00:42:40
S6 2023 London,male,GBR,40-44,open,01:20:53,00:37:11,00:05:50,00:37:52
S6 2023 London,male,GBR,35-39,open,01:20:55,00:33:30,00:05:34,00:41:51
S6 2023 London,male,GBR,30-34,open,01:20:56,00:34:05,00:06:26,00:40:25
S6 2023 London,male,GBR,45-49,open,01:20:59,00:33:35,00:06:42,00:40:42
S6 2023 London,male,GBR,25-29,open,01:21:03,00:34:15,00:05:13,00:41:35
S6 2023 London,male,GBR,35-39,open,01:21:04,00:34:13,00:07:08,00:39:43
S6 2023 London,male,GBR,40-44,open,01:21:06,00:33:59,00:05:28,00:41:39
S6 2023 London,male,GBR,25-29,open,01:21:11,00:36:22,00:05:13,00:39:36
S6 2023 London,male,GBR,35-39,open,01:21:14,00:35:23,00:05:19,00:40:32
S6 2023 London,male,GBR,35-39,open,01:21:14,00:34:09,00:08:56,00:38:09
S6 2023 London,male,GBR,45-49,open,01:21:16,00:35:21,00:04:41,00:41:14
S6 2023 London,male,GBR,25-29,open,01:21:19,00:34:46,00:04:48,00:41:45
S6 2023 London,male,GBR,35-39,open,01:21:21,00:31:51,00:05:22,00:44:08
S6 2023 London,male,GBR,45-49,open,01:21:22,00:34:08,00:05:26,00:41:48
S6 2023 London,male,GBR,50-54,open,01:21:22,00:35:30,00:05:57,00:39:55
S6 2023 London,male,GBR,35-39,open,01:21:24,00:34:31,00:05:24,00:41:29
S6 2023 London,male,IRL,40-44,open,01:21:27,00:36:00,00:05:50,00:39:37
S6 2023 London,male,GBR,35-39,open,01:21:28,00:37:00,00:07:11,00:37:17
S6 2023 London,male,GBR,25-29,open,01:21:30,00:35:58,00:05:32,00:40:00
S6 2023 London,male,GBR,25-29,open,01:21:31,00:34:22,00:05:59,00:41:10
S6 2023 London,male,GBR,40-44,open,01:21:34,00:36:28,00:06:44,00:38:22
S6 2023 London,male,GBR,30-34,open,01:21:41,00:34:43,00:05:28,00:41:30
S6 2023 London,male,GBR,25-29,open,01:21:45,00:40:47,00:04:41,00:36:17
S6 2023 London,male,GBR,30-34,open,01:19:44,00:30:23,00:05:31,00:43:50
S6 2023 London,male,GBR,40-44,open,01:19:48,00:32:40,00:05:42,00:41:26
S6 2023 London,male,GBR,45-49,open,01:19:49,00:31:41,00:06:51,00:41:17
S6 2023 London,male,GBR,45-49,open,01:19:51,00:34:51,00:05:08,00:39:52
S6 2023 London,male,GBR,50-54,open,01:19:55,00:33:51,00:05:26,00:40:38
S6 2023 London,male,GBR,45-49,open,01:19:57,00:39:57,00:05:48,00:34:12
S6 2023 London,male,GBR,40-44,open,01:19:58,00:35:23,00:05:05,00:39:30
S6 2023 London,male,GBR,30-34,open,01:20:00,00:31:47,00:06:42,00:41:31
S6 2023 London,male,GBR,25-29,open,01:20:03,00:35:30,00:05:13,00:39:20
S6 2023 London,male,GBR,35-39,open,01:20:05,00:31:07,00:05:55,00:43:03
S6 2023 London,male,GBR,25-29,open,01:20:06,00:38:00,00:05:16,00:36:50
S6 2023 London,male,GBR,30-34,open,01:20:11,00:31:52,00:05:04,00:43:15
S6 2023 London,male,GBR,55-59,open,01:20:12,00:40:03,00:04:27,00:35:42
